div_num,sch_num,sch_name
089,0270,Grafton Village Elementary
089,0280,Falmouth Elementary
089,0300,Park Ridge Elementary
089,0320,Hampton Oaks Elementary
089,0421,Brooke Point High
089,0422,H.H. Poole Middle
089,0423,Winding Creek Elementary
089,0424,Colonial Forge High
089,0425,Rocky Run Elementary
089,0426,Rodney E. Thompson Middle
089,0427,Kate Waller Barrett Elementary
089,0429,Margaret Brent Elementary 
089,0429,Margaret Brent Elementary School
089,0430,Mountain View High 
089,0430,Mountain View High School
089,0431,Conway Elementary
089,0432,Donald B. Dixon-Lyle R. Smith Middle
089,0433,Anthony Burns Elementary
089,0440,Shirley C. Heim Middle
089,0440,Shirley C. Heim Middle School
090,,
090,0010,Surry County High
090,0020,Surry Elementary
090,0030,Luther P. Jackson Middle
091,,
091,0020,Annie B. Jackson Elementary
091,0020,Sussex Central Middle
091,0050,Ellen W. Chambliss Elementary
091,0340,Sussex Central High
091,0380,Jefferson Elementary
091,0481,Sussex Central Middle
092,,
092,0010,Graham Middle
092,0100,Tazewell Middle
092,0450,North Tazewell Elementary
092,0750,Dudley Primary
092,0821,Richlands High
092,0822,Richlands Elementary
092,0823,Richlands Middle
092,0830,Cedar Bluff Elementary
092,0890,Tazewell High
092,0920,Raven Elementary
092,0930,Pocahontas Combined
092,0940,Graham High
092,0960,Graham Intermediate
092,0980,Springville Elementary
092,1020,Abbs Valley Boissevain El
092,1020,Abbs Valley-Boissevain Elementary
092,1030,Tazewell Elementary
093,,
093,0020,Leslie Fox Keyser Elementary
093,0090,A. S. Rhodes Elementary
093,0090,A.S. Rhodes Elementary
093,0140,E. Wilson Morrison Elementary
093,0230,Warren County High
093,0240,Ressie Jeffries Elementary
093,0250,Skyline High
093,0250,Skyline High School
093,0270,Warren County Middle
093,0371,Hilda J. Barbour Elementary
093,0372,Warren Co. Jr. High
094,,
094,0020,Meadowview Elementary
094,0040,Damascus Middle
094,0050,Rhea Valley Elementary
094,0070,Watauga Elementary
094,0260,Greendale Elementary
094,0620,Wallace Middle
094,1020,Valley Institute Elementary
094,1030,Abingdon High
094,1040,John S. Battle High
094,1050,Patrick Henry High
094,1060,Holston High
094,1070,High Point Elementary
094,1080,Abingdon Elementary
094,1090,Glade Spring Middle
094,1110,E. B. Stanley Middle
094,1110,E.B. Stanley Middle
095,,
095,0120,Washington & Lee High
095,0120,Washington And Lee High
095,0210,Cople Elementary
095,0300,Montross Middle
095,0310,Washington District Elementary
096,,
096,0020,Appalachia Elementary
096,0071,Pound High
096,0073,J.W. Adams Combined
096,0073,J.W. Adams Combined School
096,0320,L. F. Addington Middle
096,0320,L.F. Addington Middle
096,0651,Coeburn Middle
096,0652,Coeburn High
096,0653,Coeburn Primary
096,0710,Appalachia High
096,0871,St. Paul Elementary
096,0872,St. Paul High
096,1000,J. J. Kelly High
096,1000,J.J. Kelly High
096,1010,Powell Valley High
096,1012,Powell Valley Primary
096,1013,Powell Valley Middle
096,1020,Wise Primary
097,,
097,0100,Max Meadows Elementary
097,0190,Spiller Elementary
097,0190,Spiller Primary
097,0201,Rural Retreat Elementary
097,0202,Rural Retreat High
097,0440,Speedwell Elementary
097,0721,George Wythe High
097,0730,Jackson Memorial Elementary
097,0740,Sheffey Elementary
097,0760,Fort Chiswell High
097,1073,Fort Chiswell Middle
097,1074,Rural Retreat Middle
097,1075,Scott Memorial Middle
098,,
098,0010,Magruder Elementary
098,0020,Bruton High
098,0030,York High
098,0050,Tabb Elementary
098,0060,Yorktown Middle
098,0080,Mount Vernon Elementary 
098,0080,Mt. Vernon Elementary
098,0090,Coventry Elementary
098,0140,Grafton Bethel Elementary
098,0160,Dare Elementary
098,0170,Seaford Elementary
098,0180,Bethel Manor Elementary
098,0190,Tabb Middle
098,0200,Queens Lake Middle
098,0210,Yorktown Elementary
098,0220,Waller Mill Elementary
098,0230,Tabb High
098,0332,Grafton High
098,0333,Grafton Middle
098,0335,York River Academy
101,,
101,0010,George Washington Middle
101,0030,Mount Vernon Elementary
101,0050,Patrick Henry Elementary
101,0060,Maury Elementary
101,0080,Lyles-Crouch Elementary
101,0090,Jefferson-Houston Elementary
101,0100,George Mason Elementary
101,0110,Douglas MacArthur Elementary
101,0110,Douglas Macarthur Elementary
101,0120,Charles Barrett Elementary
101,0160,Cora Kelly Magnet Elementary
101,0170,Francis C Hammond Middle
101,0170,Francis C. Hammond Middle
101,0190,William Ramsay Elementary
101,0210,T. C. Williams High
101,0210,T.C. Williams High
101,0220,James K. Polk Elementary
101,0230,John Adams Elementary
101,0240,George Washington 2 Middle
101,0250,Francis Hammond 2 Middle
101,0260,Francis Hammond 3 Middle
101,0333,Samuel W. Tucker Elementary
102,,
102,0010,Virginia Middle
102,0060,Highland View Elementary
102,0070,Stonewall Jackson Elementary
102,0080,Virginia High
102,0090,Washington Lee Elementary
102,0090,Washington-Lee Elementary
102,0100,Joseph Van Pelt Elementary
103,,
103,0040,Enderly Heights Elementary
103,0061,Parry McCluer Middle
103,0061,Parry Mccluer Middle
103,0062,Parry McCluer High
103,0062,Parry Mccluer High
103,0070,F. W. Kling Jr. Elementary
103,0070,F.W. Kling Jr. Elementary
104,,
104,0010,Johnson Elementary
104,0040,Venable Elementary
104,0050,Clark Elementary
104,0070,Burnley-Moran Elementary
104,0090,Greenbrier Elementary
104,0100,Buford Middle
104,0110,Walker Upper Elementary
104,0120,Jackson - Via Elementary
104,0120,Jackson-Via Elementary
104,0140,Charlottesville High
106,,
106,0020,Colonial Heights Middle
106,0030,North Elementary
106,0040,Colonial Heights High
106,0050,Lakeview Elementary
106,0060,Tussing Elementary
107,,
107,0260,Edgemont Primary
107,0350,Covington High
107,0360,Jeter-Watson Intermediate
108,,
108,0020,Forest Hills Elementary
108,0040,Schoolfield Elementary
108,0050,Edwin A. Gibson Middle
108,0139,Langston Focus Center
108,0139,Langston Focus School
108,0170,W. Townes Lea Elementary
108,0180,Irvin W. Taylor Elementary
108,0190,G. L. H. Johnson Elementary
108,0190,G.L.H. Johnson Elementary
108,0200,Grove Park Preschool
108,0210,George Washington High
108,0220,Woodberry Hills Elementary
108,0250,Park Avenue Elementary
108,0260,O. Trent Bonner Middle
108,0260,O. Trent Bonner Middle School
108,1270,Glenwood Elementary
108,1372,Westwood Middle
108,1373,Woodrow Wilson Elementary
108,1374,Galileo Magnet High
108,1377,Fresh Start Academy
109,,
109,0240,Mount Daniel Elementary
109,0240,Mount Daniel School
109,0240,Mt. Daniel Elementary
109,0251,George Mason High
109,0252,Mary Ellen Henderson Middle
109,0260,Thomas Jefferson Elementary
110,,
110,0030,Original Walker-Grant
110,0040,James Monroe High
110,0050,Hugh Mercer Elementary
110,0272,Lafayette Upper Elementary
110,0273,Walker-Grant Middle
111,,
111,0010,Galax Elementary
111,0031,Galax High
111,0032,Galax Middle
112,,
112,0030,Francis Asbury Elementary
112,0050,Phoebus High
112,0070,Francis W. Jones Magnet Middle
112,0080,William Mason Cooper Elementary
112,0110,Wythe Elementary
112,0120,Armstrong Elementary
112,0160,Aberdeen Elementary
112,0180,Samuel P. Langley Elementary
112,0210,Moton Early Childhood Center
112,0250,Jane H. Bryan Elementary
112,0260,Alfred S. Forrest Elementary
112,0270,John B. Cary Elementary
112,0280,Hampton High
112,0290,Francis Mallory Elementary
112,0300,Jefferson Davis Middle
112,0320,Kecoughtan High
112,0330,Barron Elementary
112,0350,Benjamin Syms Middle
112,0360,Tucker-Capps Elementary
112,0370,Phillips Elementary
112,0380,Thomas Eaton Middle
112,0390,Merrimack Elementary
112,0400,Robert E. Lee Elementary
112,0410,Paul Burbank Elementary
112,0420,Christopher C Kraft Elementary
112,0420,Christopher C. Kraft Elementary 
112,0430,Bethel High
112,0440,John Tyler Elementary
112,0450,C. Alton Lindsay Middle
112,0460,Captain John Smith Elementary
112,0470,Booker Elementary
112,0480,C. Vernon Spratley Middle
112,0490,Luther W Machen Elementary
112,0490,Luther W. Machen Elementary 
112,0500,A.W.E. Bassette Elementary
112,0510,Cesar Tarrant Elementary
112,0611,Hampton Harbour Academy
112,0640,Hunter B. Andrews
112,0650,George P.  Phenix Elementary
113,,
113,0012,Harrisonburg High
113,0030,Waterman Elementary
113,0050,Keister Elementary
113,0060,Spotswood Elementary
113,0080,Thomas Harrison Middle
113,0110,Smithland Elementary
113,0110,Smithland Elementary School
113,0111,Skyline Middle
113,0111,Skyline Middle School
113,0191,Stone Spring Elementary
114,,
114,0040,Dupont Elementary
114,0070,Patrick Copeland Elementary
114,0110,Carter G. Woodson Middle
114,0120,Hopewell High
114,0140,Harry E. James Elementary
114,0151,Woodlawn Pre-School Learning Center
114,0151,Woodlawn Pre-School Learning Ctr
115,,
115,0070,Dearington Elementary For Innovation
115,0070,Dearington Elementary/Innovation 
115,0090,T.C. Miller Elementary  For Innovat.
115,0090,T.C. Miller Elementary for Innovation
115,0130,Heritage High
115,0170,Paul L. Dunbar Mid. For Innov.
115,0170,Paul L. Dunbar Middle for Innovation 
115,0190,Robert S. Payne Elementary
115,0250,William M. Bass Elementary
115,0260,E. C. Glass High
115,0260,E.C. Glass High 
115,0270,Perrymont Elementary
115,0290,Bedford Hills Elementary
115,0300,Sheffield Elementary
115,0330,Paul Munro Elementary
115,0340,Sandusky Middle
115,0350,Linkhorne Middle
115,0360,Linkhorne Elementary
115,0370,Sandusky Elementary
115,1102,Heritage Elementary
116,,
116,0010,Martinsville Middle
116,0010,Martinsville Middle 
116,0010,Martinsville Middle School
116,0110,Martinsville High
116,0110,Martinsville High School
116,0222,Albert Harris Elementary
116,0222,Albert Harris Elementary School
116,0223,Patrick Henry Elementary
116,0223,Patrick Henry Elementary School
116,0224,Clearview Early Childhood Center
117,,
117,0020,J. M. Dozier Middle
117,0020,J.M. Dozier Middle 
117,0050,David A. Dutrow Elementary
117,0070,George J. McIntosh Elementary 
117,0070,George J. Mcintosh Elementary
117,0091,Huntington Middle
117,0110,B. T. Washington Middle
117,0110,B.T. Washington Middle 
117,0120,John Marshall Elementary
117,0130,Magruder Elementary
117,0150,Oliver C. Greenwood Elementary
117,0200,L. F. Palmer Elementary
117,0200,L.F. Palmer Elementary 
117,0250,South Morrison Elementary
117,0260,Reservoir Middle
117,0270,Richard T. Yates Elementary
117,0280,Denbigh High
117,0290,T. Ryland Sanford Elementary
117,0300,Joseph H. Saunders Elementary
117,0310,R. O. Nelson Elementary
117,0310,R.O. Nelson Elementary 
117,0320,Willis A. Jenkins Elementary
117,1070,Warwick High
117,1080,Hilton Elementary
117,1120,Newsome Park Elementary
117,1150,Riverside Elementary
117,1170,Carver Elementary
117,1180,Lee Hall Elementary
117,1200,Sedgefield Elementary
117,1210,Hidenwood Elementary
117,1220,Menchville High
117,1230,Richneck Elementary
117,1240,Horace H. Epes Elementary
117,1250,B. C. Charles Elementary
117,1250,B.C. Charles Elementary 
117,1260,Ethel M. Gildersleeve Middle
117,1270,Homer L. Hines Middle
117,1290,Kiln Creek Elementary
117,1393,Crittenden Middle
117,1395,Heritage High
117,1396,Woodside High
117,1398,Deer Park Elementary
117,1400,Mary Passage Middle
117,1401,Magruder Early Childhood Center
117,1402,Denbigh Early Childhood Center
117,1404,Achievable Dream Academy
117,1405,Achievable Dream Middle/High 
117,1405,Achievable Dream Secondary
117,1407,General Stanford Elementary
117,1408,Gatewood Academy
117,1409,Lee Hall Early Childhood Center
117,1410,Watkins Early Childhood Center
118,,
118,0010,Maury High
118,0020,Blair Middle
118,0030,Ruffner Middle
118,0040,Camp Allen Elementary
118,0090,Ghent Elementary
118,0100,Tanners Creek Elementary
118,0131,James Monroe Elementary
118,0150,W. H. Taylor Elementary
118,0150,W.H. Taylor Elementary 
118,0150,Walter Herron Taylor Elementary
118,0180,Lafayette-Winona Middle
118,0190,Ocean View Elementary
118,0210,Larchmont Elementary
118,0220,Chesterfield Academy Elementary
118,0250,Bay View Elementary
118,0390,Granby High
118,0420,Granby Elementary
118,0430,Jacox Elementary
118,0460,Mary Calcott Elementary
118,0471,Willard Model Elementary
118,0480,Richard Bowling Elementary
118,0490,Northside Middle
118,0500,Suburban Park Elementary
118,0510,Berkley/Campostella Early Childhood Education Center
118,0510,ECC-Berkley/Campostella
118,0510,Ecc-Berkley/Campostella
118,0520,Lindenwood Elementary
118,0530,P. B. Young Sr. Elementary
118,0530,P.B. Young Sr. Elementary 
118,0540,Oakwood Elementary
118,0550,Coleman Place Elementary
118,0560,Crossroads Elementary
118,0570,Norview Middle
118,0580,Norview High
118,0610,Ingleside Elementary
118,0620,Norview Elementary
118,0630,Oceanair Elementary
118,0650,Sherwood Forest Elementary
118,0670,Larrymore Elementary
118,0682,Little Creek Elementary
118,0710,Poplar Halls Elementary
118,0730,Rosemont Middle
118,0730,Rosemont Middle 
118,0740,Easton Preschool
118,0750,Fairlawn Elementary
118,0760,Azalea Gardens Middle
118,0760,Azalea Middle
118,0770,Campostella Elementary
118,0780,Tidewater Park Elementary
118,0790,Lake Taylor Middle
118,0800,Tarrallton Elementary
118,0810,Dreamkeepers Academy At J.J. Roberts Elementary
118,0810,Dreamkeepers Academy/J.J. Roberts Elementary 
118,0820,St. Helena Elementary
118,0840,Lake Taylor High
118,0840,Lake Taylor High 
118,0840,Lake Taylor High School
118,0850,Sewells Point Elementary
118,0860,Willoughby Elementary
118,0880,B. T. Washington High
118,0880,B.T. Washington High 
118,2111,Ecc At Stuart
118,2119,School Of Intern'L Studies At Meadowbrook
118,2119,School of International Studies at Meadowbrook 
119,,
119,0020,J. I. Burton High
119,0020,J.I. Burton High 
119,0040,Norton Elementary
120,,
120,0100,Blandford Elementary School
120,0110,A. P. Hill Elementary
120,0110,A.P. Hill Elementary
120,0120,Peabody Middle
120,0121,Peabody Middle
120,0130,Walnut Hill Elementary
120,0160,Westview Early Childhood Education Center
120,0160,Westview Elementary
120,0170,Robert E. Lee Elementary
120,0180,J. E. B. Stuart Elementary
120,0180,J.E.B. Stuart Elementary
120,0200,Petersburg High
120,0210,Vernon Johns Middle
120,0210,Vernon Johns School
120,0211,Vernon Johns Junior High
120,0220,Early Childhood Learning Center
121,,
121,0060,Park View Elementary
121,0160,Churchland Primary & Intermediate
121,0190,Douglass Park Elementary
121,0210,Westhaven Elementary
121,0220,Dac Center
121,0230,John Tyler Elementary
121,0240,I. C. Norcom High
121,0240,I.C. Norcom High
121,0290,Olive Branch Elementary
121,0310,William E. Waters Middle
121,0310,Wm. E. Waters Middle
121,0320,Churchland Middle
121,0321,Churchland Academy Elementary
121,0322,Churchland Preschool Center
121,0500,Churchland High
121,0650,Churchland Elementary
121,1130,Cradock Middle
121,1400,James Hurst Elementary
121,1480,Simonsdale Elementary
121,1630,Hodges Manor Elementary
121,1650,Lakeview Elementary
121,1660,Woodrow Wilson High
121,1766,Brighton Elementary 
121,1766,Brighton Elementary School
121,1769,Victory Elementary
122,,
122,0010,Belle Heth Elementary
122,0020,McHarg Elementary
122,0020,Mcharg Elementary
122,0041,Radford High
122,0042,John N. Dalton Intermediate
123,,
123,0020,Thomas Jefferson High
123,0030,Albert Hill Middle
123,0050,Binford Middle
123,0080,Adult Career Dev. Ctr.
123,0080,Adult Career Development Center
123,0090,Open High
123,0100,Bellevue Elementary
123,0100,Bellevue Model Elementary
123,0130,Overby-Sheppard Elementary
123,0170,Blackwell Elementary
123,0200,William Fox Elementary
123,0210,Swansboro Elementary
123,0230,Ginter Park Elementary
123,0290,George Mason Elementary
123,0311,George W. Carver Elementary
123,0330,Oak Grove/Bellemeade Elementary
123,0390,J. E. B. Stuart Elementary
123,0390,J.E.B. Stuart Elementary
123,0452,Richmond Community High
123,0470,Henderson Middle
123,0480,Thomas C. Boushall Middle
123,0510,Summer Hill/Ruffin Road
123,0510,Summer Hill/Ruffin Road Elementary
123,0580,Mary Munford Elementary
123,0600,John B. Cary Elementary
123,0621,Franklin Military
123,0621,Franklin Military Academy
123,0650,Woodville Elementary
123,0660,Westover Hills Elementary
123,0690,Maymont Elementary
123,0710,Fairfield Court Elementary
123,0730,John Marshall High
123,0741,George Wythe High
123,0750,Amelia Street Sp Ed
123,0750,Amelia Street Special Education
123,0770,Martin Luther King Jr. Middle 
123,0770,"Martin Luther King, Jr. Middle School"
123,0780,A. V. Norrell Elementary
123,0810,Clark Springs Elementary
123,0830,Chimborazo Elementary
123,0850,Armstrong High 
123,0850,Armstrong High School
123,1080,Elkhardt Middle
123,1100,Broad Rock Elementary
123,1400,Elizabeth D. Redd Elementary
123,1440,E. S. H. Greene Elementary
123,1440,E.S.H. Greene Elementary
123,1470,G. H. Reid Elementary
123,1470,G.H. Reid Elementary
123,1480,Southampton Elementary
123,1510,Huguenot High
123,1630,Fred D. Thompson Middle
123,1640,J. B. Fisher Elementary
123,1640,J.B. Fisher Elementary
123,1710,J. L. Francis Elementary
123,1710,J.L. Francis Elementary
123,3101,Chandler Middle
123,3105,Lucille M. Brown Middle
123,3106,Linwood Holton Elementary
123,3107,Miles Jones Elementary
123,3110,Richmond Alternative 
123,3110,Richmond Alternative School
123,3119,Patrick Henry School Of Science And Arts
124,,
124,0020,Crystal Spring Elementary
124,0030,Forest Park Magnet
124,0050,Fallon Park Elementary
124,0060,Morningside Elementary
124,0070,Virginia Heights Elementary
124,0090,Wasena Elementary
124,0110,Highland Park Elementary
124,0110,Highland Park Magnet Elementary
124,0150,Woodrow Wilson Middle
124,0210,Breckinridge Middle
124,0220,Roanoke Academy For Mathematics & Science Elementary
124,0220,Roanoke Academy for Mathematics & Science Elementary
124,0220,Roanoke Acdmy/Math & Sc
124,0230,Stonewall Jackson Middle
124,0240,Oakland Intermediate
124,0240,Preston Park Elementary
124,0280,Addison Aerospace Magnet Middle
124,0300,Garden City Elementary
124,0310,Grandin Court Elementary
124,0320,Huff Lane Intermediate
124,0320,Huff Lane Microvillage
124,0330,Preston Park Primary
124,0340,Lincoln Terrace Elementary
124,0340,Lincoln Terrace Saturn Network
124,0350,Westside Elementary
124,0360,Raleigh Court Elementary
124,0370,Monterey Elementary
124,0380,Fishburn Park Elementary
124,0390,Patrick Henry High
124,0400,William Fleming High
124,0410,Fairview Elementary
124,0410,Fairview Magnet Elementary
124,0420,Hurt Park Elementary
124,0430,Round Hill Montessori
124,0430,Round Hill Montessori Primary
124,0440,William Ruffner Middle
124,0450,James Madison Middle
126,,
126,0030,Robert E. Lee High
126,0030,Robert E. Lee High School
126,0040,Thomas W. Dixon Elementary
126,0040,Thomas W. Dixon Elementary School
126,0070,Bessie Weller Elementary
126,0070,Bessie Weller Elementary School
126,0080,"A. R. Ware, Jr. Elementary"
126,0080,A.R. Ware Elementary School
126,0080,A.R. Ware Jr. Elementary
126,0090,Thomas C. Mc Swain Elementary School
126,0090,Thomas C. McSwain Elementary
126,0090,Thomas C. Mcswain Elementary
126,0110,Shelburne Middle
126,0110,Shelburne Middle School
127,,
127,0050,Booker T. Washington Elementary
127,0070,Oakland Elementary
127,0080,Driver Elementary
127,0090,Florence Bowser Elementary
127,0210,Elephant'S Fork Elementary
127,0210,Elephant's Fork Elementary
127,0210,Elephant`s Fork Elementary
127,0220,Nansemond Parkway Elementary
127,0230,Kilby Shores Elementary
127,0240,Nansemond River High
127,0280,Southwestern Elementary
127,0300,Lakeland High
127,0330,Mack Benn Jr Elementary
127,0330,Mack Benn Jr. Elementary
127,0340,Robertson Elementary
127,0360,Mount Zion Elementary
127,0370,John F. Kennedy Middle
127,0380,John Yeates Middle
127,0390,Forest Glen Middle
127,0391,Northern Shores Elementary
127,0393,King`s Fork Middle
127,0395,King`s Fork High
127,0440,Creekside Elementary
127,0450,Hillpoint Elementary
127,0450,Hillpoint Elementary School
128,,
128,0010,Green Run High
128,0020,White Oaks Elementary
128,0030,Frank W. Cox High
128,0040,Centerville Elementary
128,0050,Salem Middle
128,0060,Birdneck Elementary
128,0080,Kemps Landing Magnet
128,0100,Three Oaks Elementary
128,0106,Diamond Springs Elementary
128,0106,Diamond Springs Elementary School
128,0130,W. T. Cooke Elementary
128,0130,W.T. Cooke Elementary
128,0140,Virginia Beach Middle
128,0230,Creeds Elementary
128,0280,Bayside Elementary
128,0290,Seatack Elementary
128,0300,Shelton Park Elementary
128,0321,Princess Anne High
128,0330,Linkhorn Park Elementary
128,0340,Princess Anne Elementary
128,0350,Thalia Elementary
128,0360,John B. Dey Elementary
128,0390,Woodstock Elementary
128,0400,Thoroughgood Elementary
128,0410,Kempsville Meadows Elementary
128,0420,King'S Grant Elementary
128,0420,King's Grant Elementary
128,0420,Kings Grant Elementary
128,0430,Great Neck Middle
128,0440,Floyd Kellam High
128,0450,Kempsville Elementary
128,0460,Luxford Elementary
128,0470,Williams Elementary
128,0480,Plaza Elementary
128,0490,Pembroke Elementary
128,0500,Malibu Elementary
128,0510,Trantwood Elementary
128,0520,Lynnhaven Elementary
128,0530,Bayside High
128,0540,Hermitage Elementary
128,0550,Arrowhead Elementary
128,0560,Windsor Woods Elementary
128,0570,Old Donation Center
128,0580,Kingston Elementary
128,0590,Alanton Elementary
128,0600,Holland Elementary
128,0610,First Colonial High
128,0620,Kempsville High
128,0630,Brookwood Elementary
128,0640,Plaza Middle
128,0660,Pembroke Meadows Elementary
128,0670,Windsor Oaks Elementary
128,0680,Point O' View Elementary
128,0690,Kempsville Middle
128,0692,Providence Elementary
128,0700,Bayside Middle
128,0710,Newtown Elementary
128,0720,College Park Elementary
128,0730,Lynnhaven Middle
128,0740,Independence Middle
128,0750,Princess Anne Middle
128,0760,North Landing Elementary
128,0770,Green Run Elementary
128,0780,Fairfield Elementary
128,0790,Brandon Middle
128,0800,Indian Lakes Elementary
128,0810,Rosemont Elementary
128,0820,Parkway Elementary
128,0830,Salem Elementary
128,0840,Rosemont Forest Elementary
128,0850,Salem High
128,0870,Glenwood Elementary
128,0880,Ocean Lakes Elementary
128,0900,Red Mill Elementary
128,0910,Tallwood Elementary
128,0920,Tallwood High
128,0931,Landstown Middle
128,0932,Landstown Elementary
128,0940,Strawbridge Elementary
128,0960,Ocean Lakes High
128,0970,Larkspur Middle
128,0980,Corporate Landing Middle
128,0990,Christopher Farms Elementary
128,1020,New Castle Elementary
128,1030,Landstown High
128,1041,Corporate Landing Elementary
130,,
130,0580,Wenonah Elementary
130,0600,Waynesboro High
130,0630,Westwood Hills Elementary
130,0640,Kate Collins
130,0640,Kate Collins Middle
130,0650,Berkeley Glenn Elementary
130,0751,William Perry Elementary
131,,
131,0010,Matthew Whaley Elementary
131,0020,James Blair Middle
131,0040,Clara Byrd Baker Elementary
131,0050,Rawls Byrd Elementary
131,0060,Berkeley Middle
131,0070,Norge Elementary
131,0080,D. J. Montague Elementary
131,0080,D.J. Montague Elementary
131,0090,Lafayette High
131,0100,Toano Middle
131,0190,J. Blaine Blayton Elementary
131,0191,Lois Hornsby Middle
131,0201,James River Elementary
131,0202,Jamestown High
131,0203,Stonehouse Elementary
131,0204,Warhill High
131,0205,Matoaka Elementary
132,,
132,0020,Virginia Ave. Charlotte Dehart
132,0020,Virginia Avenue Charlotte Dehart Elementary 
132,0040,John Handley High
132,0050,Garland R. Quarles Elementary
132,0060,John Kerr Elementary
132,0070,Daniel Morgan Middle
132,0080,Frederick Douglass Elementary
135,,
135,0010,S. P. Morton Elementary
135,0010,S.P. Morton Elementary
135,0020,Franklin High
135,0561,Joseph P. King Jr. Middle
136,,
136,0010,Oscar Smith Middle
136,0040,Thurgood Marshall Elementary
136,0050,George W. Carver Intermediate
136,0080,Oscar F. Smith High
136,0090,Camelot Elementary
136,0100,Deep Creek High
136,0110,Western Branch Primary
136,0120,Great Bridge High
136,0140,Greenbrier Primary
136,0160,Norfolk Highlands Primary
136,0200,Rena B. Wright Primary
136,0210,Deep Creek Elementary
136,0280,Hickory Middle
136,0280,Hickory Middle School
136,0340,Hickory Elementary
136,0560,Crestwood Middle
136,0590,Great Bridge Middle
136,0600,Southwestern Elementary
136,0610,Deep Creek Middle
136,0620,Southeastern Elementary
136,0630,B. M. Williams Primary
136,0630,B.M. Williams Primary
136,0640,Edwin W. Chittum Elementary
136,0660,Deep Creek Central Elementary
136,0680,Great Bridge Primary
136,0700,Crestwood Intermediate
136,0710,Indian River Middle
136,0720,G. A. Treakle Elementary
136,0720,G.A. Treakle Elementary
136,0730,Portlock Primary
136,0740,Western Branch Middle
136,0750,Sparrow Road Intermediate
136,0770,Butts Road Primary
136,0810,Western Branch Int.
136,0810,Western Branch Intermediate
136,0820,Georgetown Primary
136,0830,Indian River High
136,0840,Western Branch High
136,0850,Great Bridge Int.
136,0850,Great Bridge Intermediate
136,0860,Butts Road Int.
136,0860,Butts Road Intermediate
136,0870,Greenbrier Int.
136,0870,Greenbrier Intermediate
136,0890,Hickory High
136,0900,Cedar Road Elementary
136,0920,Hugo A. Owens Middle
136,0950,Grassfield Elementary
136,0960,Grassfield High
136,0960,Grassfield High School
136,0971,Truitt Intermediate
136,0972,Greenbrier Middle
136,0973,Jolliff Middle
137,,
137,1390,Harrington Waddell Elementary
137,1440,Lylburn Downing Middle
139,,
139,0070,Salem High
139,0070,Salem High School
139,0090,G. W. Carver Elementary
139,0090,G.W. Carver Elementary
139,0090,G.W. Carver Elementary School
139,0100,Andrew Lewis Middle
139,0100,Andrew Lewis Middle School
139,0460,West Salem Elementary
139,0460,West Salem Elementary School
139,0550,East Salem Elementary
139,0550,East Salem Elementary School
139,0580,South Salem Elementary
139,0580,South Salem Elementary School
142,,
142,0010,Poquoson High
142,0130,Poquoson Middle
142,0150,Poquoson Elementary
142,0160,Poquoson Primary
143,,
143,0010,Weems Elementary
143,0020,Richard C. Haydon Elementary
143,0060,George Carr Round Elementary
143,0070,Grace E. Metz Middle 
143,0070,Grace E. Metz Middle School
143,0080,Mayfield Intermediate
143,0310,Jennie Dean Elementary
143,0370,Osbourn High
143,0470,Baldwin Elementary
144,,
144,0030,Manassas Park High
144,0031,Manassas Park Middle
144,0420,Manassas Park Elementary
144,0522,Cougar Elementary
202,,
202,0021,Colonial Beach High
202,0022,Colonial Beach Elementary
207,,
207,0280,West Point Elementary
207,0290,West Point High
207,0391,West Point Middle
